NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
4,['3'],3,TMTstop-B_1_4linestimulus4.png,TMTstop-B_1_4greenlinestimulus4.png,TMTstop-B_1_4redlinestimulus4.png,TMT_B,4,82,0.0,,,,'--',,,,'--',,,,'--',
D,['2'],2,TMTstop-B_1_4linestimulus5.png,TMTstop-B_1_4greenlinestimulus5.png,TMTstop-B_1_4redlinestimulus5.png,TMT_B,4,83,0.0,,,,'--',,,,'--',,,,'--',
5,['1'],1,TMTstop-B_1_4linestimulus6.png,TMTstop-B_1_4greenlinestimulus6.png,TMTstop-B_1_4redlinestimulus6.png,TMT_B,4,84,0.0,,,,'--',,,,'--',,,,'--',
E,['2'],2,TMTstop-B_1_4linestimulus7.png,TMTstop-B_1_4greenlinestimulus7.png,TMTstop-B_1_4redlinestimulus7.png,TMT_B,4,85,0.0,,,,'--',,,,'--',,,,'--',
6,['1'],1,TMTstop-B_1_4linestimulus8.png,TMTstop-B_1_4greenlinestimulus8.png,TMTstop-B_1_4redlinestimulus8.png,TMT_B,4,86,0.0,,,,'--',,,,'--',,,,'--',
F,['2'],2,TMTstop-B_1_4linestimulus9.png,TMTstop-B_1_4greenlinestimulus9.png,TMTstop-B_1_4redlinestimulus9.png,TMT_B,4,87,0.0,,,,'--',,,,'--',,,,'--',
7,['3'],3,TMTstop-B_1_4linestimulus10.png,TMTstop-B_1_4greenlinestimulus10.png,TMTstop-B_1_4redlinestimulus10.png,TMT_B,4,88,0.0,,,,'--',,,,'--',,,,'--',
G,['2'],2,TMTstop-B_1_4linestimulus11.png,TMTstop-B_1_4greenlinestimulus11.png,TMTstop-B_1_4redlinestimulus11.png,TMT_B,4,89,0.0,,,,'--',,,,'--',,,,'--',
8,['3'],3,TMTstop-B_1_4linestimulus12.png,TMTstop-B_1_4greenlinestimulus12.png,TMTstop-B_1_4redlinestimulus12.png,TMT_B,4,90,0.0,,,,'--',,,,'--',,,,'--',
H,['2'],2,TMTstop-B_1_4linestimulus13.png,TMTstop-B_1_4greenlinestimulus13.png,TMTstop-B_1_4redlinestimulus13.png,TMT_B,4,91,0.0,,,,'--',,,,'--',,,,'--',
9,['1'],1,TMTstop-B_1_4linestimulus14.png,TMTstop-B_1_4greenlinestimulus14.png,TMTstop-B_1_4redlinestimulus14.png,TMT_B,4,92,0.0,,,,'--',,,,'--',,,,'--',
I,['3'],3,TMTstop-B_1_4linestimulus15.png,TMTstop-B_1_4greenlinestimulus15.png,TMTstop-B_1_4redlinestimulus15.png,TMT_B,4,93,0.0,,,,'--',,,,'--',,,,'--',
10,['2'],2,TMTstop-B_1_4linestimulus16.png,TMTstop-B_1_4greenlinestimulus16.png,TMTstop-B_1_4redlinestimulus16.png,TMT_B,4,94,0.0,,,,'--',,,,'--',,,,'--',
J,['3'],3,TMTstop-B_1_4linestimulus17.png,TMTstop-B_1_4greenlinestimulus17.png,TMTstop-B_1_4redlinestimulus17.png,TMT_B,4,95,0.0,,,,'--',,,,'--',,,,'--',
11,['1'],1,TMTstop-B_1_4linestimulus18.png,TMTstop-B_1_4greenlinestimulus18.png,TMTstop-B_1_4redlinestimulus18.png,TMT_B,4,96,0.0,,,,'--',,,,'--',,,,'--',
K,['3'],3,TMTstop-B_1_4linestimulus19.png,TMTstop-B_1_4greenlinestimulus19.png,TMTstop-B_1_4redlinestimulus19.png,TMT_B,4,97,0.0,,,,'--',,,,'--',,,,'--',
12,['2'],2,TMTstop-B_1_4linestimulus20.png,TMTstop-B_1_4greenlinestimulus20.png,TMTstop-B_1_4redlinestimulus20.png,TMT_B,4,98,0.0,,,,'--',,,,'--',,,,'--',
L,['3'],3,TMTstop-B_1_4linestimulus21.png,TMTstop-B_1_4greenlinestimulus21.png,TMTstop-B_1_4redlinestimulus21.png,TMT_B,4,99,0.0,,,,'--',,,,'--',,,,'--',
13,['1'],1,TMTstop-B_1_4linestimulus22.png,TMTstop-B_1_4greenlinestimulus22.png,TMTstop-B_1_4redlinestimulus22.png,TMT_B,4,100,0.0,,,,'--',,,,'--',,,,'--',
None,None,None,TMTstop-B_1_4linestimulus23.png,TMTstop-B_1_4greenlinestimulus23.png,TMTstop-B_1_4redlinestimulus23.png,TMT_B,4,Feedback_last,0.0,,,,'--',,,,'--',,,,'--',

extraInfo
participant,
session,001
date,2022_May_10_1109
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,122.71384113973052
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['1'],1,TMTstop-B_1_5.png,TMTstop-B_1_5.png,TMTstop-B_1_5.png,TMT_B,5,101,1.0,177.9890899658203,177.9890899658203,0.0,,0.0,0.0,0.0,,177.9890899658203,177.9890899658203,0.0,,0.0
A,['2'],2,TMTstop-B_1_5.png,TMTstop-B_1_5firstgreen.png,TMTstop-B_1_5firstred.png,TMT_B,5,102,0.0,,,,'--',,,,'--',,,,'--',
2,['1'],1,TMTstop-B_1_5linestimulus0.png,TMTstop-B_1_5greenlinestimulus0.png,TMTstop-B_1_5redlinestimulus0.png,TMT_B,5,103,0.0,,,,'--',,,,'--',,,,'--',
B,['3'],3,TMTstop-B_1_5linestimulus1.png,TMTstop-B_1_5greenlinestimulus1.png,TMTstop-B_1_5redlinestimulus1.png,TMT_B,5,104,0.0,,,,'--',,,,'--',,,,'--',
3,['2'],2,TMTstop-B_1_5linestimulus2.png,TMTstop-B_1_5greenlinestimulus2.png,TMTstop-B_1_5redlinestimulus2.png,TMT_B,5,105,0.0,,,,'--',,,,'--',,,,'--',
C,['3'],3,TMTstop-B_1_5linestimulus3.png,TMTstop-B_1_5greenlinestimulus3.png,TMTstop-B_1_5redlinestimulus3.png,TMT_B,5,106,0.0,,,,'--',,,,'--',,,,'--',
4,['1'],1,TMTstop-B_1_5linestimulus4.png,TMTstop-B_1_5greenlinestimulus4.png,TMTstop-B_1_5redlinestimulus4.png,TMT_B,5,107,0.0,,,,'--',,,,'--',,,,'--',
D,['2'],2,TMTstop-B_1_5linestimulus5.png,TMTstop-B_1_5greenlinestimulus5.png,TMTstop-B_1_5redlinestimulus5.png,TMT_B,5,108,0.0,,,,'--',,,,'--',,,,'--',
5,['3'],3,TMTstop-B_1_5linestimulus6.png,TMTstop-B_1_5greenlinestimulus6.png,TMTstop-B_1_5redlinestimulus6.png,TMT_B,5,109,0.0,,,,'--',,,,'--',,,,'--',
E,['1'],1,TMTstop-B_1_5linestimulus7.png,TMTstop-B_1_5greenlinestimulus7.png,TMTstop-B_1_5redlinestimulus7.png,TMT_B,5,110,0.0,,,,'--',,,,'--',,,,'--',
6,['3'],3,TMTstop-B_1_5linestimulus8.png,TMTstop-B_1_5greenlinestimulus8.png,TMTstop-B_1_5redlinestimulus8.png,TMT_B,5,111,0.0,,,,'--',,,,'--',,,,'--',
F,['1'],1,TMTstop-B_1_5linestimulus9.png,TMTstop-B_1_5greenlinestimulus9.png,TMTstop-B_1_5redlinestimulus9.png,TMT_B,5,112,0.0,,,,'--',,,,'--',,,,'--',
7,['2'],2,TMTstop-B_1_5linestimulus10.png,TMTstop-B_1_5greenlinestimulus10.png,TMTstop-B_1_5redlinestimulus10.png,TMT_B,5,113,0.0,,,,'--',,,,'--',,,,'--',
G,['1'],1,TMTstop-B_1_5linestimulus11.png,TMTstop-B_1_5greenlinestimulus11.png,TMTstop-B_1_5redlinestimulus11.png,TMT_B,5,114,0.0,,,,'--',,,,'--',,,,'--',
8,['3'],3,TMTstop-B_1_5linestimulus12.png,TMTstop-B_1_5greenlinestimulus12.png,TMTstop-B_1_5redlinestimulus12.png,TMT_B,5,115,0.0,,,,'--',,,,'--',,,,'--',
H,['2'],2,TMTstop-B_1_5linestimulus13.png,TMTstop-B_1_5greenlinestimulus13.png,TMTstop-B_1_5redlinestimulus13.png,TMT_B,5,116,0.0,,,,'--',,,,'--',,,,'--',
9,['3'],3,TMTstop-B_1_5linestimulus14.png,TMTstop-B_1_5greenlinestimulus14.png,TMTstop-B_1_5redlinestimulus14.png,TMT_B,5,117,0.0,,,,'--',,,,'--',,,,'--',
I,['2'],2,TMTstop-B_1_5linestimulus15.png,TMTstop-B_1_5greenlinestimulus15.png,TMTstop-B_1_5redlinestimulus15.png,TMT_B,5,118,0.0,,,,'--',,,,'--',,,,'--',
10,['3'],3,TMTstop-B_1_5linestimulus16.png,TMTstop-B_1_5greenlinestimulus16.png,TMTstop-B_1_5redlinestimulus16.png,TMT_B,5,119,0.0,,,,'--',,,,'--',,,,'--',
J,['2'],2,TMTstop-B_1_5linestimulus17.png,TMTstop-B_1_5greenlinestimulus17.png,TMTstop-B_1_5redlinestimulus17.png,TMT_B,5,120,0.0,,,,'--',,,,'--',,,,'--',
11,['1'],1,TMTstop-B_1_5linestimulus18.png,TMTstop-B_1_5greenlinestimulus18.png,TMTstop-B_1_5redlinestimulus18.png,TMT_B,5,121,0.0,,,,'--',,,,'--',,,,'--',
K,['2'],2,TMTstop-B_1_5linestimulus19.png,TMTstop-B_1_5greenlinestimulus19.png,TMTstop-B_1_5redlinestimulus19.png,TMT_B,5,122,0.0,,,,'--',,,,'--',,,,'--',
12,['1'],1,TMTstop-B_1_5linestimulus20.png,TMTstop-B_1_5greenlinestimulus20.png,TMTstop-B_1_5redlinestimulus20.png,TMT_B,5,123,0.0,,,,'--',,,,'--',,,,'--',
L,['3'],3,TMTstop-B_1_5linestimulus21.png,TMTstop-B_1_5greenlinestimulus21.png,TMTstop-B_1_5redlinestimulus21.png,TMT_B,5,124,0.0,,,,'--',,,,'--',,,,'--',
13,['1'],1,TMTstop-B_1_5linestimulus22.png,TMTstop-B_1_5greenlinestimulus22.png,TMTstop-B_1_5redlinestimulus22.png,TMT_B,5,125,0.0,,,,'--',,,,'--',,,,'--',
None,None,None,TMTstop-B_1_5linestimulus23.png,TMTstop-B_1_5greenlinestimulus23.png,TMTstop-B_1_5redlinestimulus23.png,TMT_B,5,Feedback_last,0.0,,,,'--',,,,'--',,,,'--',

extraInfo
participant,
session,001
date,2022_May_10_1109
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,122.71384113973052
