Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,TMT_Control,1,10,0,0,0,0,0,9,9,9,,,,,,,,,,,2,0,18.94036110000161,None,"['1', '2']",1,"[0.05826649999653455, 0.13911340000049677]",18.94036110000161,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,11,['1'],1,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT_Control,1,11,0,0,0,0,0,10,10,10,,,,,,,,,,,2,0,19.16536250000354,None,"['3', '1']",1,"[0.01640570000745356, 0.13448930000595283]",19.16536250000354,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,12,['2'],2,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT_Control,1,12,0,0,0,0,0,11,11,11,,,,,,,,,,,1,1,19.390082099998835,None,['2'],1,[-0.032835999998496845],19.390082099998835,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT_Control,1,13,0,0,0,0,0,12,12,12,,,,,,,,,,,1,1,19.47373119999247,None,['3'],1,[0.0018201000057160854],19.47373119999247,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,14,['2'],2,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT_Control,1,14,0,0,0,0,0,13,13,13,,,,,,,,,,,1,1,19.565319999994244,None,['1'],0,[0.031902100003208034],19.565319999994244,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,1,['2'],2,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT_Control,2,26,0,1,1,1,0,0,0,0,,,,,,,,,,,0,0,24.72406090000295,None,None,0,,24.72406090000295,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_3.xlsx,52:78,1,['2'],2,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMT_Control,3,51,0,2,2,2,0,0,0,0,,,,,,,,,,,0,0,24.840727566669617,None,None,0,,24.840727566669617,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_4.xlsx,78:104,1,['2'],2,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMT_Control,4,76,0,3,3,3,0,0,0,0,,,,,,,,,,,0,0,24.97406090000295,None,None,0,,24.97406090000295,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_5.xlsx,104:130,1,['3'],3,TMTstop-control_1_5.png,TMTstop-control_1_5.png,TMTstop-control_1_5.png,TMT_Control,5,101,0,4,4,4,0,0,0,0,,,,,,,,,,,0,0,25.107394233336283,None,None,0,,25.107394233336283,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_6.xlsx,130:156,1,['3'],3,TMTstop-control_1_6.png,TMTstop-control_1_6.png,TMTstop-control_1_6.png,TMT_Control,6,126,0,5,5,5,0,0,0,0,,,,,,,,,,,0,0,25.25739423333628,None,None,0,,25.25739423333628,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_7.xlsx,156:182,1,['1'],1,TMTstop-control_1_7.png,TMTstop-control_1_7.png,TMTstop-control_1_7.png,TMT_Control,7,151,0,6,6,6,0,0,0,0,,,,,,,,,,,0,0,25.407394233336284,None,None,0,,25.407394233336284,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_8.xlsx,182:208,1,['3'],3,TMTstop-control_1_8.png,TMTstop-control_1_8.png,TMTstop-control_1_8.png,TMT_Control,8,176,0,7,7,7,0,0,0,0,,,,,,,,,,,0,0,25.557394233336282,None,None,0,,25.557394233336282,None,,001,2022_May_10_0951,TMT_fmri,2021.2.3,None,
