NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,1.0,15.328767776489258,15.328767776489258,0.0,,1.0,1.0,0.0,1,2,0.6478587000019616,0.8543528000009246,15.328767776489258,15.328767776489258,0.0,,0.0
2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,1.0,16.374977111816406,16.374977111816406,0.0,,1.0,1.0,0.0,3,1,0.22116329999698792,0.2664370999991661,16.374977111816406,16.374977111816406,0.0,,1.0
3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,1.0,16.774492263793945,16.774492263793945,0.0,,1.0,1.0,0.0,2,3,-0.03624940000008792,0.1194470999907935,16.774492263793945,16.774492263793945,0.0,,2.0
4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,1.0,17.032621383666992,17.032621383666992,0.0,,1.0,1.0,0.0,1,0.02036190000944771,17.032621383666992,17.032621383666992,0.0,,3.0
5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,1.0,17.17287254333496,17.17287254333496,0.0,,1.0,1.0,0.0,2,3,-0.03587649999826681,0.0840065000083996,17.17287254333496,17.17287254333496,0.0,,4.0
6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,1.0,17.440898895263672,17.440898895263672,0.0,,1.0,1.0,0.0,1,-0.025129199988441542,17.440898895263672,17.440898895263672,0.0,,5.0
7,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,1.0,17.582910537719727,17.582910537719727,0.0,,1.0,1.0,0.0,2,-0.06168309999338817,17.582910537719727,17.582910537719727,0.0,,6.0
8,['1'],1,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,1.0,17.709014892578125,17.709014892578125,0.0,,0.0,0.0,0.0,3,-0.07191719999536872,17.709014892578125,17.709014892578125,0.0,,7.0
9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT_Control,1,9,0.0,,,,'--',,,,'--','--',,,,'--',
10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,TMT_Control,1,10,0.0,,,,'--',,,,'--','--',,,,'--',
11,['1'],1,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT_Control,1,11,0.0,,,,'--',,,,'--','--',,,,'--',
12,['2'],2,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT_Control,1,12,0.0,,,,'--',,,,'--','--',,,,'--',
13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT_Control,1,13,0.0,,,,'--',,,,'--','--',,,,'--',
14,['2'],2,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT_Control,1,14,0.0,,,,'--',,,,'--','--',,,,'--',
15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT_Control,1,15,0.0,,,,'--',,,,'--','--',,,,'--',
16,['2'],2,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT_Control,1,16,0.0,,,,'--',,,,'--','--',,,,'--',
17,['3'],3,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT_Control,1,17,0.0,,,,'--',,,,'--','--',,,,'--',
18,['2'],2,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT_Control,1,18,0.0,,,,'--',,,,'--','--',,,,'--',
19,['1'],1,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT_Control,1,19,0.0,,,,'--',,,,'--','--',,,,'--',
20,['3'],3,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,1,20,0.0,,,,'--',,,,'--','--',,,,'--',
21,['1'],1,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,1,21,0.0,,,,'--',,,,'--','--',,,,'--',
22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,1,22,0.0,,,,'--',,,,'--','--',,,,'--',
23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,1,23,0.0,,,,'--',,,,'--','--',,,,'--',
24,['2'],2,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,1,24,0.0,,,,'--',,,,'--','--',,,,'--',
25,['1'],1,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,1,25,0.0,,,,'--',,,,'--','--',,,,'--',
None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,1,Feedback_last,0.0,,,,'--',,,,'--','--',,,,'--',

extraInfo
participant,
session,001
date,2022_May_10_1102
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,None
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
7,['2'],2,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus4.png,TMTstop-control_1_3redlinestimulus4.png,TMT_Control,3,57,0.0,,,,'--',,,,'--',,,,'--',
8,['3'],3,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus5.png,TMTstop-control_1_3redlinestimulus5.png,TMT_Control,3,58,0.0,,,,'--',,,,'--',,,,'--',
9,['1'],1,TMTstop-control_1_3linestimulus6.png,TMTstop-control_1_3greenlinestimulus6.png,TMTstop-control_1_3redlinestimulus6.png,TMT_Control,3,59,0.0,,,,'--',,,,'--',,,,'--',
10,['2'],2,TMTstop-control_1_3linestimulus7.png,TMTstop-control_1_3greenlinestimulus7.png,TMTstop-control_1_3redlinestimulus7.png,TMT_Control,3,60,0.0,,,,'--',,,,'--',,,,'--',
11,['1'],1,TMTstop-control_1_3linestimulus8.png,TMTstop-control_1_3greenlinestimulus8.png,TMTstop-control_1_3redlinestimulus8.png,TMT_Control,3,61,0.0,,,,'--',,,,'--',,,,'--',
12,['2'],2,TMTstop-control_1_3linestimulus9.png,TMTstop-control_1_3greenlinestimulus9.png,TMTstop-control_1_3redlinestimulus9.png,TMT_Control,3,62,0.0,,,,'--',,,,'--',,,,'--',
13,['3'],3,TMTstop-control_1_3linestimulus10.png,TMTstop-control_1_3greenlinestimulus10.png,TMTstop-control_1_3redlinestimulus10.png,TMT_Control,3,63,0.0,,,,'--',,,,'--',,,,'--',
14,['2'],2,TMTstop-control_1_3linestimulus11.png,TMTstop-control_1_3greenlinestimulus11.png,TMTstop-control_1_3redlinestimulus11.png,TMT_Control,3,64,0.0,,,,'--',,,,'--',,,,'--',
15,['1'],1,TMTstop-control_1_3linestimulus12.png,TMTstop-control_1_3greenlinestimulus12.png,TMTstop-control_1_3redlinestimulus12.png,TMT_Control,3,65,0.0,,,,'--',,,,'--',,,,'--',
16,['3'],3,TMTstop-control_1_3linestimulus13.png,TMTstop-control_1_3greenlinestimulus13.png,TMTstop-control_1_3redlinestimulus13.png,TMT_Control,3,66,0.0,,,,'--',,,,'--',,,,'--',
17,['1'],1,TMTstop-control_1_3linestimulus14.png,TMTstop-control_1_3greenlinestimulus14.png,TMTstop-control_1_3redlinestimulus14.png,TMT_Control,3,67,0.0,,,,'--',,,,'--',,,,'--',
18,['3'],3,TMTstop-control_1_3linestimulus15.png,TMTstop-control_1_3greenlinestimulus15.png,TMTstop-control_1_3redlinestimulus15.png,TMT_Control,3,68,0.0,,,,'--',,,,'--',,,,'--',
19,['2'],2,TMTstop-control_1_3linestimulus16.png,TMTstop-control_1_3greenlinestimulus16.png,TMTstop-control_1_3redlinestimulus16.png,TMT_Control,3,69,0.0,,,,'--',,,,'--',,,,'--',
20,['1'],1,TMTstop-control_1_3linestimulus17.png,TMTstop-control_1_3greenlinestimulus17.png,TMTstop-control_1_3redlinestimulus17.png,TMT_Control,3,70,0.0,,,,'--',,,,'--',,,,'--',
21,['3'],3,TMTstop-control_1_3linestimulus18.png,TMTstop-control_1_3greenlinestimulus18.png,TMTstop-control_1_3redlinestimulus18.png,TMT_Control,3,71,0.0,,,,'--',,,,'--',,,,'--',
22,['2'],2,TMTstop-control_1_3linestimulus19.png,TMTstop-control_1_3greenlinestimulus19.png,TMTstop-control_1_3redlinestimulus19.png,TMT_Control,3,72,0.0,,,,'--',,,,'--',,,,'--',
23,['3'],3,TMTstop-control_1_3linestimulus20.png,TMTstop-control_1_3greenlinestimulus20.png,TMTstop-control_1_3redlinestimulus20.png,TMT_Control,3,73,0.0,,,,'--',,,,'--',,,,'--',
24,['1'],1,TMTstop-control_1_3linestimulus21.png,TMTstop-control_1_3greenlinestimulus21.png,TMTstop-control_1_3redlinestimulus21.png,TMT_Control,3,74,0.0,,,,'--',,,,'--',,,,'--',
25,['2'],2,TMTstop-control_1_3linestimulus22.png,TMTstop-control_1_3greenlinestimulus22.png,TMTstop-control_1_3redlinestimulus22.png,TMT_Control,3,75,0.0,,,,'--',,,,'--',,,,'--',
None,None,None,TMTstop-control_1_3linestimulus23.png,TMTstop-control_1_3greenlinestimulus23.png,TMTstop-control_1_3redlinestimulus23.png,TMT_Control,3,Feedback_last,0.0,,,,'--',,,,'--',,,,'--',

extraInfo
participant,
session,001
date,2022_May_10_1102
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,None
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMT_Control,4,76,1.0,63.79578399658203,63.79578399658203,0.0,,0.0,0.0,0.0,,63.79578399658203,63.79578399658203,0.0,,0.0
2,['1'],1,TMTstop-control_1_4.png,TMTstop-control_1_4firstgreen.png,TMTstop-control_1_4firstred.png,TMT_Control,4,77,0.0,,,,'--',,,,'--',,,,'--',
3,['3'],3,TMTstop-control_1_4linestimulus0.png,TMTstop-control_1_4greenlinestimulus0.png,TMTstop-control_1_4redlinestimulus0.png,TMT_Control,4,78,0.0,,,,'--',,,,'--',,,,'--',
4,['1'],1,TMTstop-control_1_4linestimulus1.png,TMTstop-control_1_4greenlinestimulus1.png,TMTstop-control_1_4redlinestimulus1.png,TMT_Control,4,79,0.0,,,,'--',,,,'--',,,,'--',
5,['3'],3,TMTstop-control_1_4linestimulus2.png,TMTstop-control_1_4greenlinestimulus2.png,TMTstop-control_1_4redlinestimulus2.png,TMT_Control,4,80,0.0,,,,'--',,,,'--',,,,'--',
6,['1'],1,TMTstop-control_1_4linestimulus3.png,TMTstop-control_1_4greenlinestimulus3.png,TMTstop-control_1_4redlinestimulus3.png,TMT_Control,4,81,0.0,,,,'--',,,,'--',,,,'--',
7,['3'],3,TMTstop-control_1_4linestimulus4.png,TMTstop-control_1_4greenlinestimulus4.png,TMTstop-control_1_4redlinestimulus4.png,TMT_Control,4,82,0.0,,,,'--',,,,'--',,,,'--',
8,['1'],1,TMTstop-control_1_4linestimulus4.png,TMTstop-control_1_4greenlinestimulus5.png,TMTstop-control_1_4redlinestimulus5.png,TMT_Control,4,83,0.0,,,,'--',,,,'--',,,,'--',
9,['3'],3,TMTstop-control_1_4linestimulus6.png,TMTstop-control_1_4greenlinestimulus6.png,TMTstop-control_1_4redlinestimulus6.png,TMT_Control,4,84,0.0,,,,'--',,,,'--',,,,'--',
10,['2'],2,TMTstop-control_1_4linestimulus7.png,TMTstop-control_1_4greenlinestimulus7.png,TMTstop-control_1_4redlinestimulus7.png,TMT_Control,4,85,0.0,,,,'--',,,,'--',,,,'--',
11,['1'],1,TMTstop-control_1_4linestimulus8.png,TMTstop-control_1_4greenlinestimulus8.png,TMTstop-control_1_4redlinestimulus8.png,TMT_Control,4,86,0.0,,,,'--',,,,'--',,,,'--',
12,['3'],3,TMTstop-control_1_4linestimulus9.png,TMTstop-control_1_4greenlinestimulus9.png,TMTstop-control_1_4redlinestimulus9.png,TMT_Control,4,87,0.0,,,,'--',,,,'--',,,,'--',
13,['2'],2,TMTstop-control_1_4linestimulus10.png,TMTstop-control_1_4greenlinestimulus10.png,TMTstop-control_1_4redlinestimulus10.png,TMT_Control,4,88,0.0,,,,'--',,,,'--',,,,'--',
14,['3'],3,TMTstop-control_1_4linestimulus11.png,TMTstop-control_1_4greenlinestimulus11.png,TMTstop-control_1_4redlinestimulus11.png,TMT_Control,4,89,0.0,,,,'--',,,,'--',,,,'--',
15,['2'],2,TMTstop-control_1_4linestimulus12.png,TMTstop-control_1_4greenlinestimulus12.png,TMTstop-control_1_4redlinestimulus12.png,TMT_Control,4,90,0.0,,,,'--',,,,'--',,,,'--',
16,['1'],1,TMTstop-control_1_4linestimulus13.png,TMTstop-control_1_4greenlinestimulus13.png,TMTstop-control_1_4redlinestimulus13.png,TMT_Control,4,91,0.0,,,,'--',,,,'--',,,,'--',
17,['3'],3,TMTstop-control_1_4linestimulus14.png,TMTstop-control_1_4greenlinestimulus14.png,TMTstop-control_1_4redlinestimulus14.png,TMT_Control,4,92,0.0,,,,'--',,,,'--',,,,'--',
18,['1'],1,TMTstop-control_1_4linestimulus15.png,TMTstop-control_1_4greenlinestimulus15.png,TMTstop-control_1_4redlinestimulus15.png,TMT_Control,4,93,0.0,,,,'--',,,,'--',,,,'--',
19,['2'],2,TMTstop-control_1_4linestimulus16.png,TMTstop-control_1_4greenlinestimulus16.png,TMTstop-control_1_4redlinestimulus16.png,TMT_Control,4,94,0.0,,,,'--',,,,'--',,,,'--',
20,['1'],1,TMTstop-control_1_4linestimulus17.png,TMTstop-control_1_4greenlinestimulus17.png,TMTstop-control_1_4redlinestimulus17.png,TMT_Control,4,95,0.0,,,,'--',,,,'--',,,,'--',
21,['2'],2,TMTstop-control_1_4linestimulus18.png,TMTstop-control_1_4greenlinestimulus18.png,TMTstop-control_1_4redlinestimulus18.png,TMT_Control,4,96,0.0,,,,'--',,,,'--',,,,'--',
22,['1'],1,TMTstop-control_1_4linestimulus19.png,TMTstop-control_1_4greenlinestimulus19.png,TMTstop-control_1_4redlinestimulus19.png,TMT_Control,4,97,0.0,,,,'--',,,,'--',,,,'--',
23,['2'],2,TMTstop-control_1_4linestimulus20.png,TMTstop-control_1_4greenlinestimulus20.png,TMTstop-control_1_4redlinestimulus20.png,TMT_Control,4,98,0.0,,,,'--',,,,'--',,,,'--',
24,['1'],1,TMTstop-control_1_4linestimulus21.png,TMTstop-control_1_4greenlinestimulus21.png,TMTstop-control_1_4redlinestimulus21.png,TMT_Control,4,99,0.0,,,,'--',,,,'--',,,,'--',
25,['2'],2,TMTstop-control_1_4linestimulus22.png,TMTstop-control_1_4greenlinestimulus22.png,TMTstop-control_1_4redlinestimulus22.png,TMT_Control,4,100,0.0,,,,'--',,,,'--',,,,'--',
None,None,None,TMTstop-control_1_4linestimulus23.png,TMTstop-control_1_4greenlinestimulus23.png,TMTstop-control_1_4redlinestimulus23.png,TMT_Control,4,Feedback_last,0.0,,,,'--',,,,'--',,,,'--',

extraInfo
participant,
session,001
date,2022_May_10_1102
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,None
